"ID_ENTITY","year","vals","lon","lat"
"892",9000,12.1360139846802,26.5,41.5
"892",10000,-7.08479785919189,26.5,41.5
"892",11000,0.670546054840088,26.5,41.5
"892",12000,-8.58181858062744,26.5,41.5
"893",100,0,26.5,42.5
"893",1000,7.01687081654867,26.5,42.5
"893",2000,10.6520741780599,26.5,42.5
"893",3000,7.37265141805013,26.5,42.5
"893",4000,10.981866200765,26.5,42.5
"893",5000,14.7881987889608,26.5,42.5
"893",6000,17.4310401280721,26.5,42.5
"893",7000,7.21502335866293,26.5,42.5
"893",8000,11.018833955129,26.5,42.5
"893",9000,14.8246510823568,26.5,42.5
"893",10000,-4.06644860903422,26.5,42.5
"893",11000,1.59269603093465,26.5,42.5
"893",12000,-7.96685949961344,26.5,42.5
"894",100,0,26.5,43.5
"894",1000,10.7376721700033,26.5,43.5
"894",2000,11.1662667592367,26.5,43.5
"894",3000,10.683448155721,26.5,43.5
"894",4000,13.2544768651327,26.5,43.5
"894",5000,14.7367480595907,26.5,43.5
"894",6000,17.248335202535,26.5,43.5
"894",7000,11.0914042790731,26.5,43.5
"894",8000,14.1856129964193,26.5,43.5
"894",9000,16.0825494130452,26.5,43.5
"894",10000,0.900911172231041,26.5,43.5
"894",11000,-0.861333529154457,26.5,43.5
"894",12000,-11.6861340204875,26.5,43.5
"895",100,0,26.5,44.5
"895",1000,9.94458961486816,26.5,44.5
"895",2000,15.0047874450684,26.5,44.5
"895",3000,11.9181480407715,26.5,44.5
"895",4000,16.6949024200439,26.5,44.5
"895",5000,20.6511459350586,26.5,44.5
"895",6000,23.7051563262939,26.5,44.5
"895",7000,14.8554010391235,26.5,44.5
"895",8000,18.0857629776001,26.5,44.5
"895",9000,19.7775964736938,26.5,44.5
"895",10000,2.13231706619263,26.5,44.5
"895",11000,7.96232414245605,26.5,44.5
"895",12000,0.416731834411621,26.5,44.5
"896",100,0,26.5,45.5
"896",1000,5.70293935139973,26.5,45.5
"896",2000,4.0553487141927,26.5,45.5
"896",3000,5.91830190022786,26.5,45.5
"896",4000,5.82456525166829,26.5,45.5
"896",5000,2.33747800191243,26.5,45.5
"896",6000,6.95172913869222,26.5,45.5
"896",7000,7.94572003682454,26.5,45.5
"896",8000,10.9775575002034,26.5,45.5
"896",9000,9.77618344624837,26.5,45.5
"896",10000,5.04580052693684,26.5,45.5
"896",11000,-18.2277428309123,26.5,45.5
"896",12000,-31.2620855967204,26.5,45.5
"897",100,0,26.5,46.5
"897",1000,9.88278325398763,26.5,46.5
"897",2000,9.6963799794515,26.5,46.5
"897",3000,10.8197549184163,26.5,46.5
"897",4000,12.7412026723226,26.5,46.5
"897",5000,10.5738576253255,26.5,46.5
"897",6000,14.8875993092855,26.5,46.5
"897",7000,15.3593533833822,26.5,46.5
"897",8000,16.9178860982259,26.5,46.5
"897",9000,14.3836224873861,26.5,46.5
"897",10000,8.41895421346029,26.5,46.5
"897",11000,-7.9527842203776,26.5,46.5
"897",12000,-21.510399500529,26.5,46.5
"898",100,0,26.5,47.5
"898",1000,13.543386777242,26.5,47.5
"898",2000,15.8267539342244,26.5,47.5
"898",3000,15.586075146993,26.5,47.5
"898",4000,19.6455758412679,26.5,47.5
"898",5000,19.5034364064535,26.5,47.5
"898",6000,22.8952954610189,26.5,47.5
"898",7000,21.5189851125081,26.5,47.5
"898",8000,22.2814915974935,26.5,47.5
"898",9000,19.862255414327,26.5,47.5
"898",10000,11.2662928899129,26.5,47.5
"898",11000,2.97216161092123,26.5,47.5
"898",12000,-6.7897097269694,26.5,47.5
"899",100,0,26.5,48.5
"899",1000,13.9615863164266,26.5,48.5
"899",2000,18.1331990559896,26.5,48.5
"899",3000,17.2675031026204,26.5,48.5
"899",4000,21.8697617848714,26.5,48.5
"899",5000,22.5603898366292,26.5,48.5
"899",6000,25.3643353780111,26.5,48.5
"899",7000,23.618844350179,26.5,48.5
"899",8000,23.8279698689779,26.5,48.5
"899",9000,21.6669648488363,26.5,48.5
"899",10000,14.1970256169637,26.5,48.5
"899",11000,6.68363889058431,26.5,48.5
"899",12000,-0.167030970255531,26.5,48.5
"9",100,0,-0.5,39.5
"9",1000,7.92462468147278,-0.5,39.5
"9",2000,6.46189785003662,-0.5,39.5
"9",3000,13.3603668212891,-0.5,39.5
"9",4000,19.6271829605103,-0.5,39.5
"9",5000,22.2350387573242,-0.5,39.5
"9",6000,5.64475131034851,-0.5,39.5
"9",7000,7.42214107513428,-0.5,39.5
"9",8000,4.60406613349915,-0.5,39.5
"9",9000,8.71203422546387,-0.5,39.5
"9",10000,0.453424215316772,-0.5,39.5
"9",11000,17.2267904281616,-0.5,39.5
"9",12000,6.21223497390747,-0.5,39.5
"90",100,0,-2.5,51.5
"90",1000,8.18558708826701,-2.5,51.5
"90",2000,12.8278233210246,-2.5,51.5
"90",3000,22.1987415949504,-2.5,51.5
"90",4000,32.2626988093058,-2.5,51.5
"90",5000,37.4743191401164,-2.5,51.5
"90",6000,40.4102799097697,-2.5,51.5
"90",7000,28.7043444315592,-2.5,51.5
"90",8000,38.1112820307414,-2.5,51.5
"90",9000,45.1279455820719,-2.5,51.5
"90",10000,31.7616697947184,-2.5,51.5
"90",11000,10.8421579996745,-2.5,51.5
"90",12000,-7.88102229436238,-2.5,51.5
"900",100,0,26.5,49.5
"900",1000,14.0661004384359,26.5,49.5
"900",2000,17.5850098927816,26.5,49.5
"900",3000,17.0351632436117,26.5,49.5
"900",4000,21.1132233937581,26.5,49.5
"900",5000,20.2076142628988,26.5,49.5
"900",6000,23.400977452596,26.5,49.5
"900",7000,23.8555329640706,26.5,49.5
